192.168.206.131 - - [29/Mar/2025:22:41:56 +0000] "GET / HTTP/1.1" 200 10274 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36 Edg/133.0.0.0"
192.168.206.131 - - [29/Mar/2025:22:41:59 +0000] "GET /favicon.ico HTTP/1.1" 302 0 "http://chez-lebnin.com" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36 Edg/133.0.0.0"
192.168.206.131 - - [29/Mar/2025:22:42:23 +0000] "GET /favicon.ico HTTP/1.1" 302 0 "http://chez-lebnin.com" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36 Edg/133.0.0.0"
192.168.206.131 - - [29/Mar/2025:22:42:29 +0000] "GET /login HTTP/1.1" 302 0 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36 Edg/133.0.0.0"
192.168.206.131 - - [29/Mar/2025:22:43:32 +0000] "GET /wp-login.php HTTP/1.1" 200 1800 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36 Edg/133.0.0.0"
192.168.206.131 - - [29/Mar/2025:22:43:37 +0000] "GET /favicon.ico HTTP/1.1" 302 0 "http://chez-lebnin.com/wp-login.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36 Edg/133.0.0.0"
192.168.206.131 - - [29/Mar/2025:22:44:25 +0000] "GET /wp-login.php HTTP/1.1" 200 1800 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36 Edg/133.0.0.0"
192.168.206.131 - - [29/Mar/2025:22:44:43 +0000] "GET /favicon.ico HTTP/1.1" 302 0 "http://chez-lebnin.com/wp-login.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36 Edg/133.0.0.0"
192.168.206.131 - - [29/Mar/2025:22:47:01 +0000] "GET /favicon.ico HTTP/1.1" 302 0 "http://chez-lebnin.com/wp-login.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36 Edg/133.0.0.0"
192.168.206.131 - - [29/Mar/2025:22:47:19 +0000] "GET /wp-login.php HTTP/1.1" 200 1800 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36 Edg/133.0.0.0"
192.168.206.131 - - [29/Mar/2025:22:47:24 +0000] "GET /favicon.ico HTTP/1.1" 302 0 "http://chez-lebnin.com/wp-login.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36 Edg/133.0.0.0"
192.168.206.131 - - [29/Mar/2025:22:47:32 +0000] "GET /wp-login.php HTTP/1.1" 200 1800 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36 Edg/133.0.0.0"
192.168.206.131 - - [29/Mar/2025:22:47:34 +0000] "GET /wp-login.php HTTP/1.1" 200 1800 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36 Edg/133.0.0.0"
192.168.206.131 - - [29/Mar/2025:22:47:37 +0000] "GET /favicon.ico HTTP/1.1" 302 0 "http://chez-lebnin.com/wp-login.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36 Edg/133.0.0.0"
192.168.206.131 - - [29/Mar/2025:22:48:24 +0000] "GET /wp-login.php HTTP/1.1" 200 1800 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36 Edg/133.0.0.0"
192.168.206.131 - - [29/Mar/2025:22:48:29 +0000] "GET /favicon.ico HTTP/1.1" 302 0 "http://chez-lebnin.com/wp-login.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36 Edg/133.0.0.0"
192.168.206.131 - - [29/Mar/2025:22:48:38 +0000] "GET /wp-login.php HTTP/1.1" 200 1800 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36 Edg/133.0.0.0"
192.168.206.131 - - [29/Mar/2025:22:48:43 +0000] "GET /favicon.ico HTTP/1.1" 302 0 "http://chez-lebnin.com/wp-login.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36 Edg/133.0.0.0"
192.168.206.131 - - [29/Mar/2025:22:49:00 +0000] "GET /wp-admin/ HTTP/1.1" 302 0 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36 Edg/133.0.0.0"
192.168.206.131 - - [29/Mar/2025:22:49:19 +0000] "GET /wp-login.php?redirect_to=http%3A%2F%2F192.168.206.1%2Fwp-admin%2F&reauth=1 HTTP/1.1" 200 1814 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36 Edg/133.0.0.0"
192.168.206.131 - - [29/Mar/2025:22:49:24 +0000] "GET /favicon.ico HTTP/1.1" 302 0 "http://chez-lebnin.com/wp-login.php?redirect_to=http%3A%2F%2F192.168.206.1%2Fwp-admin%2F&reauth=1" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36 Edg/133.0.0.0"
192.168.206.131 - - [29/Mar/2025:23:00:11 +0000] "GET / HTTP/1.1" 200 10274 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36 Edg/134.0.0.0"
192.168.206.131 - - [29/Mar/2025:23:00:16 +0000] "GET /favicon.ico HTTP/1.1" 302 0 "http://chez-lebnin.com" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36 Edg/134.0.0.0"
192.168.206.131 - - [29/Mar/2025:23:00:50 +0000] "GET /favicon.ico HTTP/1.1" 302 0 "http://chez-lebnin.com" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36 Edg/134.0.0.0"
192.168.206.131 - - [29/Mar/2025:23:02:53 +0000] "GET / HTTP/1.1" 200 10274 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36 Edg/134.0.0.0"
192.168.206.131 - - [29/Mar/2025:23:02:56 +0000] "GET /favicon.ico HTTP/1.1" 302 0 "http://chez-lebnin.com" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36 Edg/134.0.0.0"
192.168.206.131 - - [29/Mar/2025:23:03:21 +0000] "GET / HTTP/1.1" 200 10274 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36 Edg/134.0.0.0"
192.168.206.131 - - [29/Mar/2025:23:03:23 +0000] "GET / HTTP/1.1" 200 10274 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36 Edg/134.0.0.0"
192.168.206.131 - - [29/Mar/2025:23:03:23 +0000] "GET / HTTP/1.1" 200 10274 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36 Edg/134.0.0.0"
192.168.206.131 - - [29/Mar/2025:23:03:24 +0000] "GET / HTTP/1.1" 200 10274 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36 Edg/134.0.0.0"
192.168.206.131 - - [29/Mar/2025:23:03:24 +0000] "GET / HTTP/1.1" 200 10274 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36 Edg/134.0.0.0"
192.168.206.131 - - [29/Mar/2025:23:03:25 +0000] "GET / HTTP/1.1" 200 10274 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36 Edg/134.0.0.0"
192.168.206.131 - - [29/Mar/2025:23:03:26 +0000] "GET /favicon.ico HTTP/1.1" 302 0 "http://chez-lebnin.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36 Edg/134.0.0.0"
192.168.206.131 - - [29/Mar/2025:23:03:33 +0000] "GET /favicon.ico HTTP/1.1" 302 0 "http://chez-lebnin.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36 Edg/134.0.0.0"
192.168.115.9 - - [29/Mar/2025:23:04:44 +0000] "GET / HTTP/1.1" 200 10259 "-" "Mozilla/5.0 (X11; Linux x86_64; rv:136.0) Gecko/20100101 Firefox/136.0"
192.168.115.9 - - [29/Mar/2025:23:04:46 +0000] "GET / HTTP/1.1" 200 10259 "http://chez-lebnin.com/" "Mozilla/5.0 (X11; Linux x86_64; rv:136.0) Gecko/20100101 Firefox/136.0"
192.168.115.9 - - [29/Mar/2025:23:04:47 +0000] "GET /2025/03/29/hello-world/ HTTP/1.1" 200 12982 "http://chez-lebnin.com/" "Mozilla/5.0 (X11; Linux x86_64; rv:136.0) Gecko/20100101 Firefox/136.0"
